property_id,time_id,location_id,type_id,trans_id,area,price_million,price_per_m2,bedrooms_num,bathrooms_num
39041008,20240912,35,1,1,50.0,3300.0,66.0,1,1
42044303,20231106,100,1,1,96.5,4650.0,48.187,0,0
42143454,20230104,19,1,1,130.0,3400.0,26.154,0,0
41951745,20230823,69,1,1,72.0,6200.0,86.111,0,0
42133980,20231003,12,1,1,57.0,3500.0,61.404,3,2
42143666,20241116,100,1,1,131.0,8900.0,67.939,0,0
42077408,20251011,235,1,1,200.0,4200.0,21.0,0,0
37115702,20250315,20,1,1,109.0,4200.0,38.532,3,2
42116343,20240722,235,1,1,108.0,3020.0,27.963,0,0
42143664,20250805,5,1,1,63.1,3150.0,49.921,2,2
42120730,20250826,45,1,1,58.5,6600.0,112.821,6,0
37779024,20250104,19,1,1,1200.0,6960.0,5.8,0,0
42116398,20241020,235,1,1,80.0,2240.0,28.0,0,0
42143662,20250218,14,1,1,166.0,18200.0,109.639,0,0
42143485,20251115,114,1,1,912.0,16000.0,17.544,0,0
42134454,20240815,1,1,1,375.0,350000.0,933.333,0,0
42142778,20230813,121,1,1,61.0,1280.0,20.984,0,0
42143661,20230421,1,1,1,138.0,19000.0,137.681,0,0
38196153,20231211,75,1,1,2000.0,3350.0,1.675,0,0
39333257,20250810,155,1,1,9054.0,5800.0,0.641,0,0
38780887,20241006,16,1,1,123.0,9500.0,77.236,3,2
41823823,20230209,32,1,1,54.0,5100.0,94.444,5,4
42143656,20230826,16,1,1,160.0,35000.0,218.75,0,0
41160304,20230919,26,1,1,853.0,70000.0,82.063,0,0
42143546,20230216,26,1,1,80.0,13800.0,172.5,4,7
42143622,20230711,51,1,1,177.5,81000.0,456.338,4,0
42143655,20230212,1,1,1,120.0,17500.0,145.833,0,0
42142557,20230120,24,1,1,86.0,3900.0,45.349,2,2
40372499,20231108,102,1,1,779.0,4800.0,6.162,0,0
42143625,20231020,15,1,1,35.0,7200.0,205.714,3,4
42143650,20251229,1,1,1,90.0,21000.0,233.333,0,0
41893223,20250828,18,1,1,66.7,3950.0,59.22,4,3
42143649,20230615,2,1,1,200.0,42000.0,210.0,0,0
42143536,20241030,196,1,1,639.6,3100.0,4.847,0,0
40064458,20250503,87,1,1,270.0,48000.0,177.778,0,0
41424330,20250119,3,1,1,921.0,61000.0,66.232,0,0
41968295,20230915,23,1,1,56.0,3300.0,58.929,2,1
42143613,20250621,23,1,1,89.2,5100.0,57.175,3,2
41796870,20231208,20,1,1,198.0,37500.0,189.394,0,0
42143645,20240504,51,1,1,25.0,3600.0,144.0,3,4
42143646,20231113,12,1,1,120.0,22000.0,183.333,0,0
41477724,20240514,16,1,1,100.0,39000.0,390.0,0,0
42143604,20251225,15,1,1,36.0,8800.0,244.444,4,5
42143479,20231021,194,1,1,107.5,980.0,9.116,0,0
41564512,20251203,3,1,1,100.0,5200.0,52.0,3,2
39248469,20250217,10,1,1,83.0,3800.0,45.783,2,2
42143634,20240527,17,1,1,60.0,5450.0,90.833,0,0
40277745,20250912,27,1,1,53.0,1800.0,33.962,1,1
41880845,20230829,16,1,1,67.0,3860.0,57.612,5,4
40120052,20251014,16,1,1,100.0,16100.000000000002,161.0,0,0
41462346,20250817,14,1,1,113.0,33000.0,292.035,0,0
40126124,20240420,30,1,1,65.0,8000.0,123.077,4,2
41620610,20250113,3,1,1,26.0,4800.0,184.615,0,0
40713254,20250412,5,1,1,43.8,2100.0,47.945,0,0
41266068,20251021,30,1,1,52.0,1760.0,33.846,2,2
42143629,20241223,1,1,1,120.0,19000.0,158.333,0,0
41552780,20250725,13,1,1,111.0,26400.0,237.838,4,5
42143627,20230314,18,1,1,145.0,52000.0,358.621,0,0
42143556,20230721,57,1,1,150.0,18000.0,120.0,4,4
42143463,20230929,26,1,1,198.7,15000.0,75.491,31,25
41537194,20250609,85,1,1,106.5,6560.0,61.596,3,2
40124481,20250226,11,1,1,246.5,26000.0,105.477,5,5
41496504,20241011,2,1,1,91.0,15800.0,173.626,5,6
41163005,20250228,40,1,1,70.0,2200.0,31.429,1,1
34755329,20230105,110,1,1,216.0,699.0,3.236,0,0
42143567,20251025,12,1,1,100.0,7500.0,75.0,3,2
42143553,20230921,14,1,1,1060.0,750000.0,707.547,0,0
40857079,20231013,17,1,1,50.0,2600.0,52.0,2,2
41970640,20250713,10,1,1,120.0,19900.0,165.833,6,5
42143488,20251107,29,1,1,130.0,8500.0,65.385,4,4
42143599,20230331,236,1,1,135.0,3700.0,27.407,0,0
41945374,20251121,32,1,1,20.0,1400.0,70.0,2,2
35712222,20250723,11,1,1,250.0,13500.0,54.0,0,0
41667016,20240104,13,1,1,53.4,11000.0,205.993,4,4
36416875,20250114,123,1,1,90.0,1900.0,21.111,0,0
42028314,20240903,17,1,1,83.0,3600.0,43.373,3,2
41999428,20250809,16,1,1,120.0,29000.0,241.667,3,2
41419834,20230204,4,1,1,87.0,5700.0,65.517,2,2
42143619,20230703,18,1,1,168.0,60000.0,357.143,0,0
42143616,20250827,85,1,1,37.4,3340.0,89.305,1,1
35952549,20230420,11,1,1,96.8,10000.0,103.306,4,4
42143615,20240107,20,1,1,77.0,5780.0,75.065,2,2
40980826,20231030,4,1,1,127.0,11500.0,90.551,4,3
35769179,20231013,11,1,1,250.0,13750.0,55.0,0,0
41777732,20230702,13,1,1,68.0,16000.0,235.294,6,6
42084287,20240125,51,1,1,50.0,6800.0,136.0,0,0
41884439,20231004,13,1,1,72.0,20500.0,284.722,5,5
40672314,20250815,18,1,1,118.3,38000.0,321.217,0,0
41403492,20250126,16,1,1,110.0,9000.0,81.818,2,2
42143458,20240518,12,1,1,534.0,39000.0,73.034,4,3
42143611,20230216,25,1,1,42.0,12600.0,300.0,0,0
39175276,20250721,1,1,1,160.0,69000.0,431.25,0,0
40636537,20241227,16,1,1,152.0,38000.0,250.0,3,3
41733338,20240213,1,1,1,65.0,12000.0,184.615,7,7
37941509,20250525,16,1,1,152.0,38000.0,250.0,3,3
42143574,20241116,236,1,1,132.0,3500.0,26.515,0,0
37103715,20250831,1,1,1,398.0,86000.0,216.08,0,0
42024070,20240412,4,1,1,80.0,6800.0,85.0,2,2
41159597,20240220,16,1,1,77.0,15900.0,206.494,2,2
39537943,20240623,16,1,1,51.0,9500.0,186.275,1,1
41469675,20230827,29,1,1,90.0,5550.0,61.667,0,0
41543578,20251010,38,1,1,78.0,3830.0,49.103,2,2
42143535,20241020,236,1,1,180.0,4800.0,26.667,0,0
42043904,20230415,16,1,1,50.0,9500.0,190.0,1,1
42143540,20230415,7,1,1,102.0,25000.0,245.098,36,36
40553336,20231024,45,1,1,63.0,6800.0,107.937,0,0
41968041,20230129,16,1,1,120.0,29000.0,241.667,3,2
41756388,20230618,13,1,1,86.0,17000.0,197.674,0,0
41971176,20240521,29,1,1,182.5,9200.0,50.411,0,0
41707842,20250205,2,1,1,88.0,3850.0,43.75,3,2
41873270,20250903,16,1,1,72.0,17500.0,243.056,3,3
39536104,20240922,10,1,1,180.0,28000.0,155.556,3,3
40851252,20250601,16,1,1,50.0,9800.0,196.0,1,1
42143333,20250709,57,1,1,75.0,15500.0,206.667,0,0
41747250,20251215,4,1,1,73.5,6000.0,81.633,3,2
41998366,20230720,16,1,1,50.0,9000.0,180.0,1,1
40768577,20230726,16,1,1,70.0,14000.0,200.0,2,2
41597182,20230401,20,1,1,30.0,6900.0,230.0,0,0
40464380,20250822,85,1,1,108.0,19500.0,180.556,0,0
42143494,20251231,29,1,1,58.0,3750.0,64.655,0,0
41448885,20231130,16,1,1,125.0,22500.0,180.0,3,3
41981044,20230720,34,1,1,63.0,1850.0,29.365,2,2
41727971,20240101,12,1,1,79.0,6700.0,84.81,2,2
39400879,20230406,16,1,1,75.0,20500.0,273.333,2,2
42131393,20251004,1,1,1,400.0,150000.0,375.0,3,3
40962085,20250531,16,1,1,50.0,9500.0,190.0,1,1
41418786,20240613,1,1,1,53.0,16500.0,311.321,4,5
38870455,20250426,24,1,1,110.0,3450.0,31.364,3,2
42068995,20241124,24,1,1,350.0,18900.0,54.0,0,0
39132042,20240807,55,1,1,100.0,1500.0,15.0,0,0
41218920,20240830,16,1,1,127.0,25000.0,196.85,2,2
42018529,20240524,10,1,1,300.0,48500.0,161.667,38,39
42141293,20241203,187,1,1,82.0,2210.0,26.951,0,0
42143595,20240412,17,1,1,60.0,5350.0,89.167,0,0
41998204,20230502,10,1,1,91.3,10500.0,115.005,5,5
40786576,20231026,14,1,1,96.0,26000.0,270.833,0,0
41648279,20240303,4,1,1,87.0,5900.0,67.816,3,2
42143594,20230609,12,1,1,115.0,12800.0,111.304,3,2
36887484,20251210,10,1,1,68.0,3500.0,51.471,2,2
39179214,20240928,141,1,1,173.0,9000.0,52.023,5,4
42143591,20240520,1,1,1,448.0,370000.0,825.893,0,0
34401452,20250830,2,1,1,90.0,13900.0,154.444,12,12
42036233,20231222,4,1,1,72.0,5200.0,72.222,2,2
39490024,20250423,10,1,1,84.7,33000.0,389.61,10,10
30295719,20231227,10,1,1,67.0,3600.0,53.731,2,0
39563573,20230709,16,1,1,183.0,55000.0,300.546,4,0
42143483,20250516,32,1,1,48.0,6000.0,125.0,0,0
39481895,20251214,26,1,1,51.0,1780.0,34.902,2,2
41971166,20230330,51,1,1,315.0,78750.0,250.0,4,4
41078865,20240306,13,1,1,152.0,40000.0,263.158,1,1
39133705,20240627,100,1,1,82.5,3750.0,45.455,2,2
41802280,20230322,13,1,1,243.0,71000.0,292.181,0,0
41303778,20231118,10,1,1,75.0,8600.0,114.667,0,0
42143450,20240609,99,1,1,105.0,6200.0,59.048,3,2
38607745,20240501,35,1,1,99.0,48000.0,484.848,0,0
42143587,20241211,1,1,1,84.0,18000.0,214.286,0,0
42082586,20250528,32,1,1,242.0,15000.0,61.983,4,3
42141048,20241008,30,1,1,69.5,4600.0,66.187,3,2
42134556,20231009,67,1,1,51.0,1200.0,23.529,1,1
40599739,20230620,22,1,1,218.0,18000.0,82.569,5,5
40278428,20251207,4,1,1,142.0,12640.0,89.014,4,3
35759525,20250402,11,1,1,304.7,18280.0,59.993,0,0
41457006,20241213,6,1,1,55.0,25000.0,454.545,4,6
41190755,20230702,11,1,1,309.5,23210.0,74.992,0,0
41835921,20231026,14,1,1,275.0,64000.0,232.727,0,0
38368689,20230102,13,1,1,150.0,43000.0,286.667,10,10
41965956,20241229,16,1,1,98.0,22000.0,224.49,2,2
39708751,20250103,16,1,1,136.0,10500.0,77.206,3,2
42082595,20250107,32,1,1,92.0,4800.0,52.174,2,2
35759591,20250813,11,1,1,125.0,8860.0,70.88,0,0
42113068,20250914,7,1,1,50.0,22500.0,450.0,4,6
39868008,20241020,10,1,1,76.0,11000.0,144.737,0,0
42143581,20240418,85,1,1,100.0,6700.0,67.0,0,0
39491085,20240506,2,1,1,270.0,30000.0,111.111,6,6
42140995,20230226,85,1,1,106.0,7200.0,67.925,3,0
42143399,20250421,108,1,1,72.0,850.0,11.806,0,0
39505844,20230403,13,1,1,140.0,45000.0,321.429,0,0
42143534,20230330,23,1,1,90.0,5450.0,60.556,3,2
39811402,20241125,27,1,1,74.0,6800.0,91.892,3,5
41358196,20240622,18,1,1,246.6,165000.0,669.1,0,0
41531081,20230504,1,1,1,240.0,164000.0,683.333,0,0
42116381,20230101,7,1,1,52.0,22600.0,434.615,4,6
42085747,20250825,32,1,1,85.0,5250.0,61.765,2,2
42037058,20230817,18,1,1,80.0,42000.0,525.0,0,0
41759196,20250919,16,1,1,200.0,60000.0,300.0,0,0
42004044,20231229,27,1,1,106.0,14800.0,139.623,0,0
41516703,20241009,14,1,1,450.0,225000.0,500.0,1,1
40877568,20240430,13,1,1,139.0,41500.0,298.561,0,0
41747692,20230926,32,1,1,121.0,7400.0,61.157,3,3
41489386,20230330,6,1,1,37.0,3200.0,86.486,1,1
42009973,20240327,1,1,1,112.0,74000.0,660.714,0,0
42029764,20231120,27,1,1,62.0,5700.0,91.935,4,5
40425254,20230731,18,1,1,175.0,58000.0,331.429,1,1
40626546,20250909,13,1,1,300.0,85000.0,283.333,1,1
41655637,20250111,18,1,1,560.0,161000.0,287.5,0,0
42143571,20230922,16,1,1,98.0,6800.0,69.388,3,0
41553661,20230513,27,1,1,175.0,17000.0,97.143,10,11
42073931,20251213,32,1,1,96.0,6000.0,62.5,3,2
42143465,20230823,7,1,1,110.0,7800.0,70.909,3,2
42143442,20240615,237,1,1,43600.0,41420.0,0.95,0,0
39762855,20231129,9,1,1,37.0,5150.0,139.189,5,4
42143462,20230517,66,1,1,80.0,6900.0,86.25,4,4
41677339,20240219,141,1,1,120.0,3120.0,26.0,0,0
41492644,20230311,16,1,1,93.0,13000.0,139.785,2,2
41923707,20230525,28,1,1,125.0,2550.0,20.4,0,0
40536576,20250420,16,1,1,64.0,9500.0,148.438,2,2
40627638,20230926,85,1,1,170.68,40000.0,234.357,0,0
41555859,20250427,1,1,1,147.6,64000.0,433.604,0,0
42143489,20231002,28,1,1,252.0,2300.0,9.127,0,0
16536804,20250728,24,1,1,87.0,3600.0,41.379,3,0
34646590,20250802,31,1,1,62.37,1490.0,23.89,2,2
41689435,20240520,16,1,1,81.0,16000.0,197.531,2,2
41638288,20241227,7,1,1,67.0,15800.0,235.821,0,0
42112453,20250201,4,1,1,138.0,7000.0,50.725,3,2
41648083,20240212,4,1,1,68.0,4850.0,71.324,2,2
42143564,20240227,150,1,1,135.0,2150.0,15.926,0,0
42134377,20240601,84,1,1,248.2,10800.0,43.513,5,5
41689309,20250409,16,1,1,130.0,29000.0,223.077,3,2
38563202,20230521,51,1,1,73.0,3700.0,50.685,2,2
41951168,20240118,16,1,1,120.0,29000.0,241.667,3,2
42143448,20250123,36,1,1,50.0,7650.0,153.0,4,4
42012646,20241021,16,1,1,94.0,15000.0,159.574,2,2
41217383,20250727,16,1,1,180.0,55000.0,305.556,4,3
41494585,20230227,16,1,1,155.5,29000.0,186.495,2,2
42132367,20230501,5,1,1,63.0,3100.0,49.206,2,2
42143559,20241222,13,1,1,150.0,70000.0,466.667,6,8
35749927,20241008,12,1,1,100.0,18500.0,185.0,0,0
40547757,20240625,16,1,1,50.0,9350.0,187.0,1,1
41458895,20250115,16,1,1,127.0,21500.0,169.291,3,2
34903473,20240704,12,1,1,85.0,12000.0,141.176,0,0
42041788,20230731,16,1,1,59.0,11500.0,194.915,1,1
42143431,20240312,27,1,1,72.0,3200.0,44.444,3,2
38280722,20230818,11,1,1,140.0,15000.0,107.143,0,0
40481724,20231011,22,1,1,148.0,60000.0,405.405,3,3
42143554,20240628,15,1,1,51.0,27200.0,533.333,8,6
28201574,20230306,11,1,1,96.8,10000.0,103.306,0,0
41360402,20230422,16,1,1,50.0,9300.0,186.0,1,1
34179556,20240824,12,1,1,104.0,15000.0,144.231,0,0
35792424,20240812,12,1,1,200.0,41000.0,205.0,7,6
41592695,20240118,16,1,1,435.0,25500.0,58.621,5,4
42112120,20251014,23,1,1,89.0,5100.0,57.303,3,2
40156562,20240220,85,1,1,108.0,7730.0,71.574,2,2
35792332,20250128,12,1,1,220.5,31000.0,140.59,0,0
42143440,20250606,85,1,1,100.0,13500.0,135.0,4,0
42012694,20251205,16,1,1,94.0,13000.0,138.298,2,2
21336933,20240320,12,1,1,133.2,19000.0,142.643,0,0
42141673,20240911,18,1,1,146.0,42000.0,287.671,0,5
34803621,20240811,12,1,1,250.0,43000.0,172.0,0,0
42143545,20230129,113,1,1,45.0,2500.0,55.556,1,1
34973340,20230409,12,1,1,126.0,20000.0,158.73,0,0
42143508,20251009,2,1,1,70.0,3350.0,47.857,2,2
41001162,20230912,16,1,1,110.0,26000.0,236.364,3,2
42143420,20250818,7,1,1,64.0,13400.0,209.375,13,13
42143515,20250510,51,1,1,86.0,15500.0,180.233,0,0
40952185,20231003,16,1,1,50.0,9000.0,180.0,1,1
42143543,20240715,16,1,1,71.0,5500.0,77.465,2,2
42103730,20250830,7,1,1,90.0,35000.0,388.889,6,6
41714243,20250103,38,1,1,96.0,820.0,8.542,3,2
42133804,20250703,7,1,1,80.0,32000.0,400.0,5,5
40441052,20240120,15,1,1,96.0,6900.0,71.875,3,2
38545047,20240519,1,1,1,88.9,26800.0,301.462,2,2
42143425,20251214,218,1,1,1800.0,1400.0,0.778,0,0
42143502,20230105,17,1,1,57.8,5000.0,86.505,3,4
42143404,20230820,24,1,1,260.0,21000.0,80.769,0,0
42143429,20250429,20,1,1,40.0,15500.0,387.5,4,5
42143539,20251211,38,1,1,42.0,2000.0,47.619,1,1
42123745,20241114,25,1,1,200.0,70000.0,350.0,14,13
42143538,20230216,25,1,1,55.0,3100.0,56.364,2,1
41683068,20250817,28,1,1,117.0,1300.0,11.111,0,0
42143524,20240127,25,1,1,52.0,19500.0,375.0,6,4
40498636,20231124,32,1,1,68.0,3350.0,49.265,2,2
42143537,20231007,10,1,1,320.0,54000.0,168.75,0,0
42134350,20230207,73,1,1,2800.0,27000.0,9.643,0,0
42143510,20231117,17,1,1,90.0,10500.0,116.667,0,0
42143531,20240221,12,1,1,200.0,56000.0,280.0,0,0
38978524,20240730,51,1,1,78.0,3900.0,50.0,2,2
41799729,20240305,26,1,1,90.0,9000.0,100.0,0,0
41984361,20250130,10,1,1,78.0,12800.0,164.103,2,2
42143528,20240214,40,1,1,100.0,3530.0,35.3,0,0
42115121,20231021,238,1,1,100.0,1000.0,10.0,0,0
42143421,20230519,145,1,1,72.0,1700.0,23.611,2,2
41663740,20251222,10,1,1,160.0,27000.0,168.75,0,0
42076563,20230225,87,1,1,48.0,12000.0,250.0,0,0
42134337,20251110,6,1,1,34.0,6500.0,191.176,4,3
41991204,20240119,26,1,1,60.0,2980.0,49.667,4,4
40644271,20240816,85,1,1,67.8,5800.0,85.546,2,2
42074986,20250813,87,1,1,140.0,16000.0,114.286,0,0
42143312,20250220,215,1,1,90.0,1600.0,17.778,0,0
41565180,20241217,87,1,1,114.0,12800.0,112.281,12,13
42064035,20250106,87,1,1,64.0,8800.0,137.5,4,0
42143491,20230125,20,1,1,47.0,8700.0,185.106,0,0
42064091,20230413,87,1,1,80.0,7300.0,91.25,0,0
42143294,20250926,24,1,1,1329.8,130000.0,97.759,0,0
42069734,20230428,87,1,1,64.0,8800.0,137.5,0,0
41730480,20240506,22,1,1,132.0,10800.0,81.818,4,4
42143411,20251123,43,1,1,100.0,2090.0,20.9,0,0
42143330,20230624,22,1,1,76.0,5900.0,77.632,0,0
41253541,20250221,12,1,1,100.0,22000.0,220.0,4,4
40372282,20250402,12,1,1,126.0,30000.0,238.095,4,4
40442930,20251007,16,1,1,181.0,17000.0,93.923,4,3
42099673,20251130,3,1,1,120.0,7300.0,60.833,0,0
41876188,20250905,31,1,1,120.0,10800.0,90.0,4,5
42143518,20250701,184,1,1,261.0,2870.0,10.996,0,0
36659532,20250922,11,1,1,111.0,10500.0,94.595,0,0
42118031,20240526,87,1,1,56.0,13800.0,246.429,0,0
42143290,20250509,85,1,1,75.0,6500.0,86.667,0,0
23841896,20240409,3,1,1,115.0,8050.000000000001,70.0,0,0
42115068,20250118,87,1,1,110.0,13800.0,125.455,5,0
42115039,20231102,87,1,1,80.0,15800.0,197.5,0,0
41556897,20240516,64,1,1,3500.0,40000.0,11.429,0,0
42114973,20240418,13,1,1,64.0,9500.0,148.438,0,0
39126567,20250203,12,1,1,126.0,17500.0,138.889,5,5
42089925,20250425,87,1,1,140.0,16000.0,114.286,0,0
42114990,20230309,87,1,1,51.3,12000.0,233.918,0,0
42115024,20250701,87,1,1,68.0,6900.0,101.471,4,3
42117850,20230605,13,1,1,110.0,14000.0,127.273,0,0
42143266,20241127,5,1,1,75.0,20500.0,273.333,0,0
42064117,20240819,87,1,1,80.0,15800.0,197.5,0,0
42064188,20230907,87,1,1,54.0,13500.0,250.0,0,0
42101691,20240428,3,1,1,270.0,20950.0,77.593,0,0
42064076,20250727,87,1,1,68.0,6800.0,100.0,0,0
42027172,20230719,10,1,1,60.0,3350.0,55.833,4,4
41275946,20250921,16,1,1,73.0,5800.0,79.452,2,2
41992087,20240909,27,1,1,335.0,119000.0,355.224,39,39
41870566,20231111,102,1,1,250.0,880.0,3.52,0,0
42143241,20230919,5,1,1,33.0,5600.0,169.697,4,3
25369116,20251110,3,1,1,200.0,15400.0,77.0,0,0
41321430,20250609,211,1,1,32.0,920.0,28.75,1,1
36965678,20251112,16,1,1,219.0,23000.0,105.023,3,3
42104269,20230819,4,1,1,76.0,5000.0,65.789,2,2
42123904,20240910,9,1,1,45.0,3650.0,81.111,0,0
42139646,20240611,36,1,1,66.0,19600.0,296.97,4,4
39332569,20230617,3,1,1,324.0,15550.0,47.994,0,0
42095049,20230820,23,1,1,368.0,80000.0,217.391,5,5
42143197,20230516,63,1,1,80.0,3900.0,48.75,0,0
42104905,20241126,20,1,1,176.0,34000.0,193.182,5,5
41703910,20250902,31,1,1,72.0,9500.0,131.944,3,4
42129034,20240528,65,1,1,200.0,16000.0,80.0,0,0
41719968,20240427,1,1,1,48.0,8600.0,179.167,2,2
42143297,20230712,142,1,1,1000.0,4650.0,4.65,2,2
42143513,20240825,25,1,1,125.0,8400.0,67.2,3,2
42143391,20240523,25,1,1,55.0,16900.0,307.273,0,0
38786185,20251012,3,1,1,175.0,17500.0,100.0,0,0
40344326,20230510,85,1,1,37.4,3300.0,88.235,1,1
40977801,20240925,20,1,1,180.0,46000.0,255.556,7,7
42106452,20230709,20,1,1,140.0,45000.0,321.429,15,13
41955476,20230305,15,1,1,56.0,33000.0,589.286,1,1
41880594,20250629,12,1,1,72.5,4600.0,63.448,3,2
42112159,20230807,4,1,1,90.0,8600.0,95.556,2,2
40527563,20230512,16,1,1,204.0,17500.0,85.784,4,3
41587030,20231221,14,1,1,80.0,12000.0,150.0,13,13
42099557,20250106,15,1,1,60.0,32900.0,548.333,0,0
39125998,20250404,12,1,1,90.0,14000.0,155.556,0,0
42104067,20240909,25,1,1,70.0,6200.0,88.571,2,2
40689207,20230407,11,1,1,140.0,14500.0,103.571,4,5
42142479,20251021,100,1,1,90.0,3400.0,37.778,0,0
42143509,20250911,18,1,1,336.0,250000.0,744.048,0,0
37846954,20231208,11,1,1,105.6,12000.0,113.636,4,4
37256822,20241025,49,1,1,100.0,2290.0,22.9,0,0
41883530,20230621,28,1,1,104.0,1820.0,17.5,0,0
41456581,20240516,17,1,1,71.0,4400.0,61.972,0,0
41876711,20240112,6,1,1,65.0,3400.0,52.308,2,2
39458409,20250614,138,1,1,115.0,3100.0,26.957,0,0
42142335,20240131,2,1,1,297.0,72800.0,245.118,0,0
41999136,20240212,213,1,1,150.0,975.0,6.5,0,0
41827054,20251121,6,1,1,45.0,10200.0,226.667,3,4
42141875,20251024,63,1,1,125.0,3000.0,24.0,0,0
42104398,20231221,6,1,1,98.0,10000.0,102.041,2,2
17431648,20230505,3,1,1,308.0,23410.0,76.006,0,0
40342190,20230510,113,1,1,61.97,2800.0,45.183,2,2
42104110,20250605,25,1,1,110.0,8500.0,77.273,3,2
42004754,20240621,7,1,1,55.0,2250.0,40.909,2,1
42111080,20230410,20,1,1,90.0,5600.0,62.222,2,2
39526227,20231008,3,1,1,240.0,13280.0,55.333,0,0
41653592,20230213,110,1,1,146.0,4400.0,30.137,2,2
42116772,20230606,25,1,1,110.0,9000.0,81.818,3,2
42141735,20251207,51,1,1,50.0,10250.0,205.0,3,5
42143504,20251224,113,1,1,60.53,2400.0,39.65,2,1
42143503,20230622,13,1,1,80.0,38000.0,475.0,3,2
42143370,20230704,85,1,1,198.0,30000.0,151.515,0,0
42143444,20231012,239,1,1,22000.0,4200.0,0.191,0,0
31662747,20241209,3,1,1,250.0,25500.0,102.0,0,0
41621363,20230713,16,1,1,128.0,19800.0,154.688,3,2
42143111,20250805,74,1,1,75.0,6500.0,86.667,7,5
42134488,20250425,7,1,1,70.0,6500.0,92.857,2,2
41346627,20251101,23,1,1,100.0,5200.0,52.0,2,2
41602711,20240303,7,1,1,53.0,22200.0,418.868,0,0
42143501,20230706,16,1,1,194.7,15000.0,77.042,0,0
37328884,20231207,34,1,1,122.0,6710.0,55.0,3,2
40495220,20240523,16,1,1,175.0,14500.0,82.857,3,2
42142714,20231111,32,1,1,160.0,17900.0,111.875,4,5
42143372,20250102,12,1,1,72.0,13000.0,180.556,4,5
41861917,20231124,156,1,1,32.0,2800.0,87.5,3,3
42143497,20250924,40,1,1,270.0,5880.0,21.778,12,12
42143182,20240729,18,1,1,223.0,220000.0,986.547,0,0
42143495,20251123,178,1,1,175.0,18000.0,102.857,4,5
32779655,20240723,12,1,1,144.0,43000.0,298.611,0,0
42141647,20251029,14,1,1,130.0,21000.0,161.538,19,19
42143387,20250515,23,1,1,76.0,4500.0,59.211,2,2
42121143,20241013,15,1,1,60.0,12500.0,208.333,5,5
42143490,20250222,8,1,1,54.0,10000.0,185.185,11,11
42143478,20251129,46,1,1,87.0,8300.0,95.402,2,2
42071294,20230830,15,1,1,50.0,12990.0,259.8,4,4
41797621,20231115,45,1,1,90.0,12000.0,133.333,4,3
42143475,20231207,28,1,1,250.0,2980.0,11.92,0,0
42028322,20250327,17,1,1,66.0,2800.0,42.424,2,2
42143459,20240509,8,1,1,50.0,11700.0,234.0,4,3
42143424,20240904,7,1,1,51.0,27000.0,529.412,6,0
42143299,20250820,141,1,1,121.5,8390.0,69.053,0,0
42143358,20251130,36,1,1,31.0,6900.0,222.581,3,4
38575808,20230331,32,1,1,84.0,4000.0,47.619,3,2
42143311,20240116,16,1,1,312.0,160000.0,512.821,4,0
42143437,20250314,55,1,1,142.4,5100.0,35.815,0,0
40942475,20240517,2,1,1,72.0,5000.0,69.444,2,2
42064840,20240503,13,1,1,40.0,6250.0,156.25,0,0
42143353,20240420,23,1,1,20.0,6300.0,315.0,2,4
42129053,20240702,32,1,1,113.0,4600.0,40.708,3,2
41768933,20250824,16,1,1,300.0,120000.0,400.0,40,40
42143306,20240513,40,1,1,65.0,1700.0,26.154,2,2
42005156,20230621,69,1,1,63.0,15660.0,248.571,4,4
38668937,20240215,14,1,1,84.0,5000.0,59.524,3,2
42135756,20240513,4,1,1,116.0,6000.0,51.724,3,2
42143350,20230307,63,1,1,80.0,3750.0,46.875,0,0
42090813,20250125,13,1,1,74.0,4000.0,54.054,2,2
42143354,20251203,12,1,1,109.0,9800.0,89.908,3,2
41225080,20230326,23,1,1,266.8,55000.0,206.147,5,4
37439510,20251022,1,1,1,40.0,31000.0,775.0,5,5
42143209,20240203,6,1,1,70.0,17600.0,251.429,0,0
42138541,20250523,6,1,1,149.0,9300.0,62.416,3,2
42074620,20241012,43,1,1,61.0,2560.0,41.967,2,1
40615477,20230715,10,1,1,153.0,17500.0,114.379,4,3
42133227,20240409,7,1,1,87.0,6800.0,78.161,2,2
40286330,20240111,15,1,1,101.0,10000.0,99.01,2,2
39270742,20230109,14,1,1,106.0,6000.0,56.604,3,2
42143430,20230507,74,1,1,95.0,3480.0,36.632,0,0
42042815,20230601,13,1,1,48.0,9200.0,191.667,0,0
42129965,20251112,34,1,1,67.0,4300.0,64.179,0,0
41981054,20240824,15,1,1,113.2,13800.0,121.908,3,2
38664966,20230820,2,1,1,90.0,6500.0,72.222,3,2
42143260,20240617,45,1,1,165.0,5440.0,32.97,0,0
41810783,20251123,19,1,1,80.0,2200.0,27.5,3,2
42143436,20241027,17,1,1,87.4,6950.0,79.519,1,1
42143184,20230115,100,1,1,1300.0,25000.0,19.231,4,5
41981090,20250703,34,1,1,101.0,12800.0,126.733,2,2
41970510,20250118,3,1,1,126.0,17900.0,142.063,0,0
42143346,20240124,1,1,1,52.0,20800.0,400.0,0,0
41298135,20250626,12,1,1,73.0,4600.0,63.014,3,2
39466535,20250310,14,1,1,90.0,6800.0,75.556,3,2
42134739,20230225,23,1,1,70.0,2500.0,35.714,3,2
